date,account_value
2022-03-21 08:00:00,11255.919742061882
2022-03-22 08:00:00,11609.425435959736
2022-03-23 08:00:00,11422.94689678296
2022-03-24 08:00:00,11810.597399259344
2022-03-25 08:00:00,12177.009775811002
2022-03-26 08:00:00,12013.544419443246
2022-03-27 08:00:00,12062.84013617969
2022-03-28 08:00:00,12747.678157218781
2022-03-29 08:00:00,13004.791559920819
2022-03-30 08:00:00,12879.700868102465
2022-03-31 08:00:00,13174.032845803402
2022-04-01 08:00:00,12772.057640485164
2022-04-02 08:00:00,13411.522625065165
2022-04-03 08:00:00,13387.610739783235
2022-04-04 08:00:00,13322.765635165833
2022-04-05 08:00:00,13466.94999498546
2022-04-06 08:00:00,12772.017443078663
2022-04-07 08:00:00,12572.555355862449
2022-04-08 08:00:00,12470.70696182079
2022-04-09 08:00:00,12271.641545460798
2022-04-10 08:00:00,12330.055841079886
2022-04-11 08:00:00,11766.278255801857
2022-04-12 08:00:00,11778.183842426231
2022-04-13 08:00:00,11635.820411623954
2022-04-14 08:00:00,11851.168996936045
2022-04-15 08:00:00,11718.166303360174
2022-04-16 08:00:00,11740.31913844352
2022-04-17 08:00:00,11760.182403618255
2022-04-18 08:00:00,11759.006150127196
2022-04-19 08:00:00,11760.182403618255
2022-04-20 08:00:00,11760.182403618255
2022-04-21 08:00:00,11759.006150127196
2022-04-22 08:00:00,11761.358657109316
2022-04-23 08:00:00,11760.182403618257
2022-04-24 08:00:00,11761.358657109318
2022-04-25 08:00:00,11760.182403618259
2022-04-26 08:00:00,11762.534910600378
2022-04-27 08:00:00,11761.358657109318
2022-04-28 08:00:00,11762.534910600378
2022-04-29 08:00:00,11762.534910600378
2022-04-30 08:00:00,11762.534910600378
2022-05-01 08:00:00,11762.534910600378
2022-05-02 08:00:00,11762.534910600378
2022-05-03 08:00:00,11762.534910600378
2022-05-04 08:00:00,11763.711164091437
2022-05-05 08:00:00,11763.711164091437
2022-05-06 08:00:00,11764.887417582497
2022-05-07 08:00:00,11766.063671073556
2022-05-08 08:00:00,11766.063671073556
2022-05-09 08:00:00,11767.239924564616
2022-05-10 08:00:00,11766.063671073556
2022-05-11 08:00:00,11769.592431546735
2022-05-12 08:00:00,11869.57397828684
2022-05-13 08:00:00,11776.649952493097
2022-05-14 08:00:00,11790.764994385816
2022-05-15 08:00:00,11776.649952493097
2022-05-16 08:00:00,11774.297445510974
2022-05-17 08:00:00,11775.473699002036
2022-05-18 08:00:00,11776.649952493097
2022-05-19 08:00:00,11777.826205984158
2022-05-20 08:00:00,11770.768685037796
2022-05-21 08:00:00,11779.00245947522
2022-05-22 08:00:00,11776.649952493099
2022-05-23 08:00:00,11773.121192019917
2022-05-24 08:00:00,11775.47369900204
2022-05-25 08:00:00,11775.47369900204
2022-05-26 08:00:00,11776.6499524931
2022-05-27 08:00:00,11776.6499524931
2022-05-28 08:00:00,11775.47369900204
2022-05-29 08:00:00,11775.47369900204
2022-05-30 08:00:00,11769.592431546736
2022-05-31 08:00:00,11770.768685037798
2022-06-01 08:00:00,11771.944938528857
2022-06-02 08:00:00,11773.121192019918
2022-06-03 08:00:00,11770.7686850378
2022-06-04 08:00:00,11771.944938528859
2022-06-05 08:00:00,11773.12119201992
2022-06-06 08:00:00,11771.94493852886
2022-06-07 08:00:00,11770.7686850378
2022-06-08 08:00:00,11768.41617805568
2022-06-09 08:00:00,11770.768685037801
2022-06-10 08:00:00,11771.94493852886
2022-06-11 08:00:00,11775.473699002043
2022-06-12 08:00:00,11776.649952493104
2022-06-13 08:00:00,11789.588740894762
2022-06-14 08:00:00,11780.178712966283
2022-06-15 08:00:00,11781.354966457342
2022-06-16 08:00:00,11776.649952493102
2022-06-17 08:00:00,11777.826205984164
2022-06-18 08:00:00,11777.826205984164
2022-06-19 08:00:00,11779.002459475225
2022-06-20 08:00:00,11777.826205984165
2022-06-21 08:00:00,11775.473699002046
2022-06-22 08:00:00,11776.649952493108
2022-06-23 08:00:00,11774.297445510985
2022-06-24 08:00:00,11771.944938528866
2022-06-25 08:00:00,11769.592431546747
2022-06-26 08:00:00,11771.944938528866
2022-06-27 08:00:00,11770.768685037805
2022-06-28 08:00:00,11775.473699002046
2022-06-29 08:00:00,11779.002459475225
2022-06-30 08:00:00,11777.826205984165
2022-07-01 08:00:00,11776.649952493106
2022-07-02 08:00:00,11777.826205984167
2022-07-03 08:00:00,11776.649952493108
2022-07-04 08:00:00,11775.473699002046
2022-07-05 08:00:00,11776.649952493108
2022-07-06 08:00:00,11774.297445510985
2022-07-07 08:00:00,11773.121192019924
2022-07-08 08:00:00,11770.768685037805
2022-07-09 08:00:00,11768.416178055686
2022-07-10 08:00:00,11769.592431546746
2022-07-11 08:00:00,11416.58316386053
2022-07-12 08:00:00,10966.229547292087
2022-07-13 08:00:00,11049.642609820312
2022-07-14 08:00:00,11042.64038344308
2022-07-15 08:00:00,11837.792250285012
2022-07-16 08:00:00,11717.929547386613
2022-07-17 08:00:00,12625.655410236363
2022-07-18 08:00:00,12621.869228086152
2022-07-19 08:00:00,12621.869228086152
2022-07-20 08:00:00,12619.345106652678
2022-07-21 08:00:00,12620.607167369413
2022-07-22 08:00:00,12618.08304593594
2022-07-23 08:00:00,12618.08304593594
2022-07-24 08:00:00,12621.869228086152
2022-07-25 08:00:00,12182.907562316957
2022-07-26 08:00:00,11508.079095350166
2022-07-27 08:00:00,11744.828993133198
2022-07-28 08:00:00,12791.029993053484
2022-07-29 08:00:00,13168.084392678702
2022-07-30 08:00:00,13311.516883829381
2022-07-31 08:00:00,13458.176443263916
2022-08-01 08:00:00,13103.892117638745
2022-08-02 08:00:00,12741.11392212708
2022-08-03 08:00:00,13042.908049552088
2022-08-04 08:00:00,12889.36118624576
2022-08-05 08:00:00,13449.597325666467
2022-08-06 08:00:00,13350.176860297015
2022-08-07 08:00:00,13290.097010995833
2022-08-08 08:00:00,13952.486829579748
2022-08-09 08:00:00,13405.994200824338
2022-08-10 08:00:00,13351.194137874209
2022-08-11 08:00:00,14300.67977258878
2022-08-12 08:00:00,13921.384719513417
2022-08-13 08:00:00,14608.505866475713
2022-08-14 08:00:00,14601.85291606824
2022-08-15 08:00:00,14080.762761958524
2022-08-16 08:00:00,14132.188710077655
2022-08-17 08:00:00,13935.599795125529
2022-08-18 08:00:00,13757.10496269258
2022-08-19 08:00:00,12661.30121712606
2022-08-20 08:00:00,12519.987087577118
2022-08-21 08:00:00,12606.547625393878
2022-08-22 08:00:00,12605.28709668421
2022-08-23 08:00:00,12605.28709668421
2022-08-24 08:00:00,12604.02656797454
2022-08-25 08:00:00,12605.287096684207
2022-08-26 08:00:00,12605.287096684207
2022-08-27 08:00:00,12605.287096684207
2022-08-28 08:00:00,12606.547625393876
2022-08-29 08:00:00,12606.547625393876
2022-08-30 08:00:00,12604.026567974539
2022-08-31 08:00:00,12605.287096684206
2022-09-01 08:00:00,12605.287096684206
2022-09-02 08:00:00,12605.287096684206
2022-09-03 08:00:00,12604.026567974537
2022-09-04 08:00:00,12605.287096684204
2022-09-05 08:00:00,12606.547625393872
2022-09-06 08:00:00,12606.547625393872
2022-09-07 08:00:00,12606.547625393872
2022-09-08 08:00:00,12605.287096684204
2022-09-09 08:00:00,12602.766039264867
2022-09-10 08:00:00,12600.24498184553
2022-09-11 08:00:00,12602.766039264867
2022-09-12 08:00:00,12844.202903919328
2022-09-13 08:00:00,12859.933411035143
2022-09-14 08:00:00,11842.742327464495
2022-09-15 08:00:00,11830.459722823984
2022-09-16 08:00:00,11510.267050407383
2022-09-17 08:00:00,11351.282711856387
2022-09-18 08:00:00,11435.901426980852
2022-09-19 08:00:00,11435.901426980852
2022-09-20 08:00:00,11437.045131494
2022-09-21 08:00:00,11437.045131494
2022-09-22 08:00:00,11437.045131494
2022-09-23 08:00:00,11438.18883600715
2022-09-24 08:00:00,11438.18883600715
2022-09-25 08:00:00,11437.045131494
2022-09-26 08:00:00,11437.045131494
2022-09-27 08:00:00,11437.045131494
2022-09-28 08:00:00,11438.18883600715
2022-09-29 08:00:00,11435.90142698085
2022-09-30 08:00:00,11435.90142698085
2022-10-01 08:00:00,11437.045131493998
2022-10-02 08:00:00,11438.188836007148
2022-10-03 08:00:00,11437.045131493998
2022-10-04 08:00:00,11434.757722467699
2022-10-05 08:00:00,11435.901426980849
2022-10-06 08:00:00,11434.757722467699
2022-10-07 08:00:00,11435.901426980849
2022-10-08 08:00:00,11435.901426980849
2022-10-09 08:00:00,11435.901426980849
2022-10-10 08:00:00,11435.901426980849
2022-10-11 08:00:00,11438.188836007148
2022-10-12 08:00:00,11438.188836007148
2022-10-13 08:00:00,11438.188836007148
2022-10-14 08:00:00,11437.045131493998
2022-10-15 08:00:00,11437.045131493998
2022-10-16 08:00:00,11435.901426980849
2022-10-17 08:00:00,11438.188836007148
2022-10-18 08:00:00,11437.045131493998
2022-10-19 08:00:00,11437.045131493998
2022-10-20 08:00:00,11437.045131493998
2022-10-21 08:00:00,11438.188836007148
2022-10-22 08:00:00,11437.045131493998
2022-10-23 08:00:00,11435.901426980849
2022-10-24 08:00:00,11435.901426980849
2022-10-25 08:00:00,11435.901426980849
2022-10-26 08:00:00,11433.614017954551
2022-10-27 08:00:00,11435.90142698085
2022-10-28 08:00:00,11434.7577224677
2022-10-29 08:00:00,11433.614017954551
2022-10-30 08:00:00,11434.757722467699
2022-10-31 08:00:00,11671.686371666417
2022-11-01 08:00:00,11468.731926267632
2022-11-02 08:00:00,11275.692627169514
2022-11-03 08:00:00,11244.28501948856
2022-11-04 08:00:00,11561.520261764286
2022-11-05 08:00:00,12067.559340428365
2022-11-06 08:00:00,11974.623574351568
2022-11-07 08:00:00,11477.102959771875
2022-11-08 08:00:00,10870.799593067308
2022-11-09 08:00:00,9470.605164179056
2022-11-10 08:00:00,8623.455878980874
2022-11-11 08:00:00,9416.998423189012
2022-11-12 08:00:00,9011.192721705682
2022-11-13 08:00:00,8791.17391659423
2022-11-14 08:00:00,8789.418315212984
2022-11-15 08:00:00,8787.662713831738
2022-11-16 08:00:00,8784.151511069243
2022-11-17 08:00:00,8782.395909687997
2022-11-18 08:00:00,8785.029311759867
2022-11-19 08:00:00,8786.784913141115
2022-11-20 08:00:00,8788.540514522365
2022-11-21 08:00:00,8790.296115903613
2022-11-22 08:00:00,8788.540514522367
2022-11-23 08:00:00,8786.784913141119
2022-11-24 08:00:00,8785.029311759872
2022-11-25 08:00:00,8783.273710378626
2022-11-26 08:00:00,8783.273710378626
2022-11-27 08:00:00,8783.273710378626
2022-11-28 08:00:00,8781.51810899738
2022-11-29 08:00:00,8780.640308306756
2022-11-30 08:00:00,8778.88470692551
2022-12-01 08:00:00,8777.129105544263
2022-12-02 08:00:00,8777.129105544263
2022-12-03 08:00:00,8777.129105544263
2022-12-04 08:00:00,8776.25130485364
2022-12-05 08:00:00,8776.25130485364
2022-12-06 08:00:00,8776.25130485364
2022-12-07 08:00:00,8777.129105544265
2022-12-08 08:00:00,8777.129105544265
2022-12-09 08:00:00,8777.129105544265
2022-12-10 08:00:00,8777.129105544265
2022-12-11 08:00:00,8778.006906234888
2022-12-12 08:00:00,8777.129105544265
2022-12-13 08:00:00,8774.495703472396
2022-12-14 08:00:00,8778.006906234888
2022-12-15 08:00:00,8776.251304853642
2022-12-16 08:00:00,8778.006906234888
2022-12-17 08:00:00,8776.251304853642
2022-12-18 08:00:00,8777.129105544267
2022-12-19 08:00:00,8776.251304853644
2022-12-20 08:00:00,8776.251304853644
2022-12-21 08:00:00,8777.129105544269
2022-12-22 08:00:00,8777.129105544269
2022-12-23 08:00:00,8778.006906234892
2022-12-24 08:00:00,8778.884706925515
2022-12-25 08:00:00,8778.884706925515
2022-12-26 08:00:00,8778.884706925515
2022-12-27 08:00:00,8779.762507616138
2022-12-28 08:00:00,8780.640308306762
2022-12-29 08:00:00,8780.640308306762
2022-12-30 08:00:00,8781.518108997385
2022-12-31 08:00:00,8782.395909688008
2023-01-01 08:00:00,8782.395909688008
2023-01-02 08:00:00,8781.518108997385
2023-01-03 08:00:00,8780.640308306762
2023-01-04 08:00:00,8780.640308306762
2023-01-05 08:00:00,8780.640308306762
2023-01-06 08:00:00,8781.518108997385
2023-01-07 08:00:00,8780.640308306762
2023-01-08 08:00:00,8778.00690623489
2023-01-09 08:00:00,9334.28868341489
2023-01-10 08:00:00,9305.71472080285
2023-01-11 08:00:00,9361.650545028418
2023-01-12 08:00:00,9620.32988825029
2023-01-13 08:00:00,9815.10766116565
2023-01-14 08:00:00,10910.827585824225
2023-01-15 08:00:00,10918.434328204703
2023-01-16 08:00:00,10986.533761037466
2023-01-17 08:00:00,11150.495158418258
2023-01-18 08:00:00,11060.481286001226
2023-01-19 08:00:00,10684.519153527484
2023-01-20 08:00:00,10772.459672089477
2023-01-21 08:00:00,11643.557629430175
2023-01-22 08:00:00,11556.459980574651
2023-01-23 08:00:00,11602.993410392912
2023-01-24 08:00:00,11626.805522133647
2023-01-25 08:00:00,11227.683134430037
2023-01-26 08:00:00,11514.334286368825
2023-01-27 08:00:00,11417.772745434506
2023-01-28 08:00:00,11498.261859910877
2023-01-29 08:00:00,11669.969561655957
2023-01-30 08:00:00,11475.09588914879
2023-01-31 08:00:00,11429.620383443
2023-02-01 08:00:00,11447.330898628736
2023-02-02 08:00:00,11990.773022066021
2023-02-03 08:00:00,11866.285621568779
2023-02-04 08:00:00,11879.378374449007
2023-02-05 08:00:00,11872.805967971532
2023-02-06 08:00:00,11658.00195377979
2023-02-07 08:00:00,11700.840097904844
2023-02-08 08:00:00,11830.540393583939
2023-02-09 08:00:00,11543.435681935687
2023-02-10 08:00:00,10968.897239178681
2023-02-11 08:00:00,10913.268165490039
2023-02-12 08:00:00,11027.13715217485
2023-02-13 08:00:00,10733.40158538908
2023-02-14 08:00:00,10879.427830502555
2023-02-15 08:00:00,11210.865797471297
2023-02-16 08:00:00,11928.41126297
2023-02-17 08:00:00,11660.42814740902
2023-02-18 08:00:00,11869.36334843788
2023-02-19 08:00:00,11951.949731101553
2023-02-20 08:00:00,12245.155219922446
2023-02-21 08:00:00,11974.025145585616
2023-02-22 08:00:00,11734.752250410633
2023-02-23 08:00:00,11685.932012765157
2023-02-24 08:00:00,11743.932431080826
2023-02-25 08:00:00,11394.273508949293
2023-02-26 08:00:00,11460.069123616653
2023-02-27 08:00:00,11563.032045494758
2023-02-28 08:00:00,11469.24885960812
2023-03-01 08:00:00,11610.274394232001
2023-03-02 08:00:00,11468.814763292086
2023-03-03 08:00:00,11040.017048373104
2023-03-04 08:00:00,11062.857187562026
2023-03-05 08:00:00,11069.337080108611
2023-03-06 08:00:00,11069.337080108611
2023-03-07 08:00:00,11070.444124521062
2023-03-08 08:00:00,11070.444124521062
2023-03-09 08:00:00,11071.551168933514
2023-03-10 08:00:00,11071.551168933514
2023-03-11 08:00:00,11007.342593011292
2023-03-12 08:00:00,11015.091903898456
2023-03-13 08:00:00,11035.018703322592
2023-03-14 08:00:00,11028.376436847879
2023-03-15 08:00:00,11021.734170373167
2023-03-16 08:00:00,11038.339836559948
2023-03-17 08:00:00,11047.196191859564
2023-03-18 08:00:00,11052.731413921825
2023-03-19 08:00:00,11041.660969797304
2023-03-20 08:00:00,11259.9621500543
2023-03-21 08:00:00,11133.474863840585
2023-03-22 08:00:00,11118.767812967124
2023-03-23 08:00:00,10964.857529344688
2023-03-24 08:00:00,11063.337719972775
2023-03-25 08:00:00,10842.307231852454
2023-03-26 08:00:00,10973.254466926688
2023-03-27 08:00:00,10945.094503990565
2023-03-28 08:00:00,10679.947875168158
2023-03-29 08:00:00,11050.132173147009
2023-03-30 08:00:00,11019.720364848796
2023-03-31 08:00:00,10895.2827665402
2023-04-01 08:00:00,11039.061193896277
2023-04-02 08:00:00,11025.462231538268
2023-04-03 08:00:00,10932.794988483925
2023-04-04 08:00:00,11076.713440732834
2023-04-05 08:00:00,11234.425330436261
2023-04-06 08:00:00,11035.596207347631
2023-04-07 08:00:00,10950.387844221692
2023-04-08 08:00:00,11027.055575477707
2023-04-09 08:00:00,10930.291159244463
2023-04-10 08:00:00,11021.158451061632
2023-04-11 08:00:00,11556.318336811686
2023-04-12 08:00:00,11508.011506823266
2023-04-13 08:00:00,11820.937146262322
2023-04-14 08:00:00,12224.535262086503
2023-04-15 08:00:00,12110.041373672528
2023-04-16 08:00:00,12055.923954939986
2023-04-17 08:00:00,12098.359043790511
2023-04-18 08:00:00,12304.749340870423
2023-04-19 08:00:00,11682.466951914
2023-04-20 08:00:00,11452.765277918865
2023-04-21 08:00:00,11348.585918986751
2023-04-22 08:00:00,11118.029492531423
2023-04-23 08:00:00,11286.641711931285
2023-04-24 08:00:00,11214.83373923115
2023-04-25 08:00:00,11085.698566335299
2023-04-26 08:00:00,11556.539881028288
2023-04-27 08:00:00,11378.784059677715
2023-04-28 08:00:00,11459.410879042953
2023-04-29 08:00:00,11528.467561156742
2023-04-30 08:00:00,11530.19723654647
2023-05-01 08:00:00,11364.131200050404
2023-05-02 08:00:00,11217.193941970647
2023-05-03 08:00:00,11241.46675675079
2023-05-04 08:00:00,11471.484625726272
2023-05-05 08:00:00,11460.896004207869
2023-05-06 08:00:00,11562.354123896635
2023-05-07 08:00:00,11409.956680839665
2023-05-08 08:00:00,11415.666226816867
2023-05-09 08:00:00,11414.524317621426
2023-05-10 08:00:00,11416.808136012307
2023-05-11 08:00:00,11416.808136012307
2023-05-12 08:00:00,11415.666226816867
2023-05-13 08:00:00,11416.808136012307
2023-05-14 08:00:00,11416.808136012307
2023-05-15 08:00:00,11417.950045207748
2023-05-16 08:00:00,11419.091954403188
2023-05-17 08:00:00,11417.950045207748
2023-05-18 08:00:00,11417.950045207748
2023-05-19 08:00:00,11416.808136012307
2023-05-20 08:00:00,11415.666226816867
2023-05-21 08:00:00,11415.666226816867
2023-05-22 08:00:00,11417.950045207748
2023-05-23 08:00:00,11416.808136012307
2023-05-24 08:00:00,11417.950045207748
2023-05-25 08:00:00,11415.666226816867
2023-05-26 08:00:00,11417.950045207748
2023-05-27 08:00:00,11417.950045207748
2023-05-28 08:00:00,11415.666226816867
2023-05-29 08:00:00,11415.666226816867
2023-05-30 08:00:00,11415.666226816867
2023-05-31 08:00:00,11416.808136012307
2023-06-01 08:00:00,11416.808136012307
2023-06-02 08:00:00,11417.950045207748
2023-06-03 08:00:00,11416.808136012307
2023-06-04 08:00:00,11417.950045207748
2023-06-05 08:00:00,11416.808136012307
2023-06-06 08:00:00,11413.382408425987
2023-06-07 08:00:00,11412.240499230546
2023-06-08 08:00:00,11412.240499230546
2023-06-09 08:00:00,11416.808136012309
2023-06-10 08:00:00,11411.098590035108
2023-06-11 08:00:00,11409.956680839667
2023-06-12 08:00:00,11411.098590035106
2023-06-13 08:00:00,11417.950045207748
2023-06-14 08:00:00,11416.808136012307
2023-06-15 08:00:00,11429.369137162148
2023-06-16 08:00:00,11431.65295555303
2023-06-17 08:00:00,11425.943409575826
2023-06-18 08:00:00,11422.517681989506
2023-06-19 08:00:00,11421.375772794065
2023-06-20 08:00:00,11424.801500380387
2023-06-21 08:00:00,11420.233863598625
2023-06-22 08:00:00,11419.091954403184
2023-06-23 08:00:00,11416.808136012303
2023-06-24 08:00:00,11415.666226816864
2023-06-25 08:00:00,11416.808136012303
2023-06-26 08:00:00,11263.990481740204
2023-06-27 08:00:00,11289.631343889241
2023-06-28 08:00:00,11113.641443935441
2023-06-29 08:00:00,11376.210941720854
2023-06-30 08:00:00,11566.31476894535
2023-07-01 08:00:00,11560.16281362777
2023-07-02 08:00:00,11648.078310152034
2023-07-03 08:00:00,11796.214619762022
2023-07-04 08:00:00,11784.216687886263
2023-07-05 08:00:00,11517.166342054188
2023-07-06 08:00:00,11708.125589602261
2023-07-07 08:00:00,11500.250027939768
2023-07-08 08:00:00,11692.73940445797
2023-07-09 08:00:00,11676.321791114986
2023-07-10 08:00:00,11663.276683539314
2023-07-11 08:00:00,11829.413744266792
2023-07-12 08:00:00,11934.161924591981
2023-07-13 08:00:00,11904.972665657368
2023-07-14 08:00:00,12719.329375041705
2023-07-15 08:00:00,12558.946844730974
2023-07-16 08:00:00,12479.547447361881
2023-07-17 08:00:00,12289.036511893592
2023-07-18 08:00:00,12048.939478632105
2023-07-19 08:00:00,12224.510180447664
2023-07-20 08:00:00,12340.932742874096
2023-07-21 08:00:00,12103.406480473592
2023-07-22 08:00:00,12118.633557470626
2023-07-23 08:00:00,12019.05295249563
2023-07-24 08:00:00,11807.86013181848
2023-07-25 08:00:00,11753.213972069416
2023-07-26 08:00:00,11793.841768712975
2023-07-27 08:00:00,12044.338504484795
2023-07-28 08:00:00,11930.597446691021
2023-07-29 08:00:00,11972.35416364191
2023-07-30 08:00:00,11996.716580322478
2023-07-31 08:00:00,11962.25103150844
2023-08-01 08:00:00,11767.793740869418
2023-08-02 08:00:00,11928.760629187342
2023-08-03 08:00:00,11725.809915278607
2023-08-04 08:00:00,11746.37939270985
2023-08-05 08:00:00,11719.786227452472
2023-08-06 08:00:00,11780.853450448263
2023-08-07 08:00:00,11787.915606578019
2023-08-08 08:00:00,11786.738580556394
2023-08-09 08:00:00,11780.853450448265
2023-08-10 08:00:00,11779.67642442664
2023-08-11 08:00:00,11784.384528513143
2023-08-12 08:00:00,11778.499398405014
2023-08-13 08:00:00,11777.322372383389
2023-08-14 08:00:00,11784.384528513143
